start,end,start_lat,start_long,end_lat,end_long,cost
M10,N5,53.2547,-124.4917,30.8108,-4.4894,0.51
M11,N5,53.2547,-124.4917,-10.6827,14.1675,0.83
M12,N5,53.2547,-124.4917,-11.5451,40.3679,0.63
M13,N5,53.2547,-124.4917,9.7734,49.8601,0.89
K1,N5,53.2547,-124.4917,23.8158,53.8859,0.83
K2,N5,53.2547,-124.4917,-19.8441,46.3005,0.38
K3,N5,53.2547,-124.4917,26.7254,36.3249,0.84
K4,N5,53.2547,-124.4917,25.4625,63.0436,0.9
K5,N5,53.2547,-124.4917,30.4292,48.9811,0.41
A1,N5,53.2547,-124.4917,44.7861,142.4796,0.94
A2,N5,53.2547,-124.4917,41.8452,129.8234,0.65
A3,N5,53.2547,-124.4917,38.3505,117.5187,0.97
A4,N5,53.2547,-124.4917,26.3621,103.8708,0.67
A5,N5,53.2547,-124.4917,20.2081,103.6321,0.71
A6,N5,53.2547,-124.4917,12.3081,80.0773,0.63
A7,N5,53.2547,-124.4917,19.2389,73.3796,0.82
A8,N5,53.2547,-124.4917,50.8332,140.3611,0.42
A9,N5,53.2547,-124.4917,16.4459,95.0096,0.87
A10,N5,53.2547,-124.4917,21.7588,88.1451,0.78
A11,N5,53.2547,-124.4917,15.2623,120.4979,0.95
A12,N5,53.2547,-124.4917,6.8166,125.2493,0.43
A13,N5,53.2547,-124.4917,-4.4128,144.0525,0.05
A14,N5,53.2547,-124.4917,31.1841,130.6932,0.48
Z1,N5,53.2547,-124.4917,-21.5409,147.7123,0.99
Z2,N5,53.2547,-124.4917,-29.5135,152.1351,0.34
Z3,N5,53.2547,-124.4917,-37.0957,142.2138,0.13
Z4,N5,53.2547,-124.4917,-45.0244,168.6218,0.19
Z5,N5,53.2547,-124.4917,-31.9787,117.1119,0
Z6,N5,53.2547,-124.4917,-22.1268,115.4265,0.33
Z7,N5,53.2547,-124.4917,-12.7481,133.5319,0.14
N9,N6,54.6989,-129.2372,22.5729,-105.1789,0.78
N10,N6,54.6989,-129.2372,59.0741,136.9953,0.89
S1,N6,54.6989,-129.2372,8.9915,-67.2331,0.96
S2,N6,54.6989,-129.2372,-5.1621,-42.1811,0.9
S3,N6,54.6989,-129.2372,-21.3756,-49.9622,0.43
S4,N6,54.6989,-129.2372,-43.7592,-65.5599,0.97
S5,N6,54.6989,-129.2372,-35.8045,-71.5364,0.9
S6,N6,54.6989,-129.2372,-6.9267,-75.2371,0.68
S7,N6,54.6989,-129.2372,7.6532,-76.2382,0.05
S8,N6,54.6989,-129.2372,-32.5658,-52.7961,0.07
E1,N6,54.6989,-129.2372,47.4901,14.1276,0.41
E2,N6,54.6989,-129.2372,54.9682,27.7502,0.46
E3,N6,54.6989,-129.2372,58.8052,15.9729,0.9
E4,N6,54.6989,-129.2372,50.0536,2.4377,0.58
E5,N6,54.6989,-129.2372,39.2195,-3.3631,0.5
E6,N6,54.6989,-129.2372,35.9945,9.5282,0.86
E7,N6,54.6989,-129.2372,44.9363,26.0808,0.4
E8,N6,54.6989,-129.2372,69.8863,-27.0051,0.34
E9,N6,54.6989,-129.2372,66.0731,-40.7161,0.55
E10,N6,54.6989,-129.2372,69.7711,22.6141,0.69
E11,N6,54.6989,-129.2372,64.3111,-17.1125,0.72
M1,N6,54.6989,-129.2372,29.9007,25.0417,0.34
M2,N6,54.6989,-129.2372,20.0666,35.6046,0.72
M3,N6,54.6989,-129.2372,17.4034,45.7999,0.79
M4,N6,54.6989,-129.2372,-2.0396,38.0496,0.03
M5,N6,54.6989,-129.2372,-21.8787,33.8308,0.99
M6,N6,54.6989,-129.2372,-32.6365,23.2839,0.77
M7,N6,54.6989,-129.2372,2.0002,13.0886,0.33
M8,N6,54.6989,-129.2372,10.2101,-7.1261,0.66
M9,N6,54.6989,-129.2372,21.0261,-8.708,0.22
M10,N6,54.6989,-129.2372,30.8108,-4.4894,0.2
M11,N6,54.6989,-129.2372,-10.6827,14.1675,0.71
M12,N6,54.6989,-129.2372,-11.5451,40.3679,0.19
M13,N6,54.6989,-129.2372,9.7734,49.8601,0.64
K1,N6,54.6989,-129.2372,23.8158,53.8859,0.97
K2,N6,54.6989,-129.2372,-19.8441,46.3005,0.92
K3,N6,54.6989,-129.2372,26.7254,36.3249,0.66
K4,N6,54.6989,-129.2372,25.4625,63.0436,0.6
K5,N6,54.6989,-129.2372,30.4292,48.9811,0.03
A1,N6,54.6989,-129.2372,44.7861,142.4796,0.11
A2,N6,54.6989,-129.2372,41.8452,129.8234,0.55
A3,N6,54.6989,-129.2372,38.3505,117.5187,0.91
A4,N6,54.6989,-129.2372,26.3621,103.8708,0.27
A5,N6,54.6989,-129.2372,20.2081,103.6321,0.32
A6,N6,54.6989,-129.2372,12.3081,80.0773,0.81
A7,N6,54.6989,-129.2372,19.2389,73.3796,0.52
A8,N6,54.6989,-129.2372,50.8332,140.3611,0.71
A9,N6,54.6989,-129.2372,16.4459,95.0096,0.12
A10,N6,54.6989,-129.2372,21.7588,88.1451,0.21
A11,N6,54.6989,-129.2372,15.2623,120.4979,0.14
A12,N6,54.6989,-129.2372,6.8166,125.2493,0.01
A13,N6,54.6989,-129.2372,-4.4128,144.0525,0.75
A14,N6,54.6989,-129.2372,31.1841,130.6932,0.31
Z1,N6,54.6989,-129.2372,-21.5409,147.7123,0.19
Z2,N6,54.6989,-129.2372,-29.5135,152.1351,0.22
Z3,N6,54.6989,-129.2372,-37.0957,142.2138,0.56
Z4,N6,54.6989,-129.2372,-45.0244,168.6218,0.68
Z5,N6,54.6989,-129.2372,-31.9787,117.1119,0.82
Z6,N6,54.6989,-129.2372,-22.1268,115.4265,0.2
Z7,N6,54.6989,-129.2372,-12.7481,133.5319,0.75
N9,N7,62.1652,-153.9344,22.5729,-105.1789,0.61
N10,N7,62.1652,-153.9344,59.0741,136.9953,0.25
S1,N7,62.1652,-153.9344,8.9915,-67.2331,0.42
S2,N7,62.1652,-153.9344,-5.1621,-42.1811,0.21
S3,N7,62.1652,-153.9344,-21.3756,-49.9622,0.22
S4,N7,62.1652,-153.9344,-43.7592,-65.5599,0.44
S5,N7,62.1652,-153.9344,-35.8045,-71.5364,0.83
S6,N7,62.1652,-153.9344,-6.9267,-75.2371,0.72
S7,N7,62.1652,-153.9344,7.6532,-76.2382,0.78
S8,N7,62.1652,-153.9344,-32.5658,-52.7961,0.73
E1,N7,62.1652,-153.9344,47.4901,14.1276,0.71
E2,N7,62.1652,-153.9344,54.9682,27.7502,0.12
E3,N7,62.1652,-153.9344,58.8052,15.9729,0.73
E4,N7,62.1652,-153.9344,50.0536,2.4377,0.79
E5,N7,62.1652,-153.9344,39.2195,-3.3631,0.96
E6,N7,62.1652,-153.9344,35.9945,9.5282,0.34
E7,N7,62.1652,-153.9344,44.9363,26.0808,0.43
E8,N7,62.1652,-153.9344,69.8863,-27.0051,0.05
E9,N7,62.1652,-153.9344,66.0731,-40.7161,0.23
E10,N7,62.1652,-153.9344,69.7711,22.6141,0.24
E11,N7,62.1652,-153.9344,64.3111,-17.1125,0.09
M1,N7,62.1652,-153.9344,29.9007,25.0417,0.3
M2,N7,62.1652,-153.9344,20.0666,35.6046,0.5
M3,N7,62.1652,-153.9344,17.4034,45.7999,0.82
M4,N7,62.1652,-153.9344,-2.0396,38.0496,0.39
M5,N7,62.1652,-153.9344,-21.8787,33.8308,0.22
M6,N7,62.1652,-153.9344,-32.6365,23.2839,0.15
M7,N7,62.1652,-153.9344,2.0002,13.0886,0.72
M8,N7,62.1652,-153.9344,10.2101,-7.1261,0.8
M9,N7,62.1652,-153.9344,21.0261,-8.708,0.58
M10,N7,62.1652,-153.9344,30.8108,-4.4894,0.83
M11,N7,62.1652,-153.9344,-10.6827,14.1675,0.02
M12,N7,62.1652,-153.9344,-11.5451,40.3679,0.24
M13,N7,62.1652,-153.9344,9.7734,49.8601,0.77
K1,N7,62.1652,-153.9344,23.8158,53.8859,0.46
K2,N7,62.1652,-153.9344,-19.8441,46.3005,0.85
K3,N7,62.1652,-153.9344,26.7254,36.3249,0.48
K4,N7,62.1652,-153.9344,25.4625,63.0436,0.03
K5,N7,62.1652,-153.9344,30.4292,48.9811,0.77
A1,N7,62.1652,-153.9344,44.7861,142.4796,0.67
A2,N7,62.1652,-153.9344,41.8452,129.8234,0.91
A3,N7,62.1652,-153.9344,38.3505,117.5187,0.57
A4,N7,62.1652,-153.9344,26.3621,103.8708,0.44
A5,N7,62.1652,-153.9344,20.2081,103.6321,0.67
A6,N7,62.1652,-153.9344,12.3081,80.0773,0.6
A7,N7,62.1652,-153.9344,19.2389,73.3796,0.07
A8,N7,62.1652,-153.9344,50.8332,140.3611,0.59
A9,N7,62.1652,-153.9344,16.4459,95.0096,0.25
A10,N7,62.1652,-153.9344,21.7588,88.1451,0.77
A11,N7,62.1652,-153.9344,15.2623,120.4979,0.59
A12,N7,62.1652,-153.9344,6.8166,125.2493,0.39
A13,N7,62.1652,-153.9344,-4.4128,144.0525,0.69
A14,N7,62.1652,-153.9344,31.1841,130.6932,0.61
Z1,N7,62.1652,-153.9344,-21.5409,147.7123,0.86
Z2,N7,62.1652,-153.9344,-29.5135,152.1351,0.18
Z3,N7,62.1652,-153.9344,-37.0957,142.2138,0.82
Z4,N7,62.1652,-153.9344,-45.0244,168.6218,0.16
Z5,N7,62.1652,-153.9344,-31.9787,117.1119,0.62
Z6,N7,62.1652,-153.9344,-22.1268,115.4265,0.36
Z7,N7,62.1652,-153.9344,-12.7481,133.5319,0.13
N9,N8,24.2271,-157.2241,22.5729,-105.1789,0.74
N10,N8,24.2271,-157.2241,59.0741,136.9953,0.62
S1,N8,24.2271,-157.2241,8.9915,-67.2331,0.51
S2,N8,24.2271,-157.2241,-5.1621,-42.1811,0.08
S3,N8,24.2271,-157.2241,-21.3756,-49.9622,0.3
S4,N8,24.2271,-157.2241,-43.7592,-65.5599,0.38
S5,N8,24.2271,-157.2241,-35.8045,-71.5364,0.2
S6,N8,24.2271,-157.2241,-6.9267,-75.2371,0.87
S7,N8,24.2271,-157.2241,7.6532,-76.2382,0.06
S8,N8,24.2271,-157.2241,-32.5658,-52.7961,0.05
E1,N8,24.2271,-157.2241,47.4901,14.1276,0.59
E2,N8,24.2271,-157.2241,54.9682,27.7502,0.43
E3,N8,24.2271,-157.2241,58.8052,15.9729,0.59
E4,N8,24.2271,-157.2241,50.0536,2.4377,0.52
E5,N8,24.2271,-157.2241,39.2195,-3.3631,0.59
E6,N8,24.2271,-157.2241,35.9945,9.5282,0.56
E7,N8,24.2271,-157.2241,44.9363,26.0808,0.09
E8,N8,24.2271,-157.2241,69.8863,-27.0051,0.74
E9,N8,24.2271,-157.2241,66.0731,-40.7161,0.66
E10,N8,24.2271,-157.2241,69.7711,22.6141,0.4
E11,N8,24.2271,-157.2241,64.3111,-17.1125,0.49
M1,N8,24.2271,-157.2241,29.9007,25.0417,0.54
M2,N8,24.2271,-157.2241,20.0666,35.6046,0.4
M3,N8,24.2271,-157.2241,17.4034,45.7999,0.72
M4,N8,24.2271,-157.2241,-2.0396,38.0496,0.29
M5,N8,24.2271,-157.2241,-21.8787,33.8308,0.77
M6,N8,24.2271,-157.2241,-32.6365,23.2839,0.16
M7,N8,24.2271,-157.2241,2.0002,13.0886,0.68
M8,N8,24.2271,-157.2241,10.2101,-7.1261,0.21
M9,N8,24.2271,-157.2241,21.0261,-8.708,0.13
M10,N8,24.2271,-157.2241,30.8108,-4.4894,0.23
M11,N8,24.2271,-157.2241,-10.6827,14.1675,0.05
M12,N8,24.2271,-157.2241,-11.5451,40.3679,0.63
M13,N8,24.2271,-157.2241,9.7734,49.8601,0.89
K1,N8,24.2271,-157.2241,23.8158,53.8859,0.95
K2,N8,24.2271,-157.2241,-19.8441,46.3005,0.67
K3,N8,24.2271,-157.2241,26.7254,36.3249,0.14
K4,N8,24.2271,-157.2241,25.4625,63.0436,0.73
K5,N8,24.2271,-157.2241,30.4292,48.9811,0.58
A1,N8,24.2271,-157.2241,44.7861,142.4796,0.88
A2,N8,24.2271,-157.2241,41.8452,129.8234,0.33
A3,N8,24.2271,-157.2241,38.3505,117.5187,0.09
A4,N8,24.2271,-157.2241,26.3621,103.8708,0.25
A5,N8,24.2271,-157.2241,20.2081,103.6321,0.8
A6,N8,24.2271,-157.2241,12.3081,80.0773,0.12
A7,N8,24.2271,-157.2241,19.2389,73.3796,0.84
A8,N8,24.2271,-157.2241,50.8332,140.3611,0.39
A9,N8,24.2271,-157.2241,16.4459,95.0096,0.66
A10,N8,24.2271,-157.2241,21.7588,88.1451,0.28
A11,N8,24.2271,-157.2241,15.2623,120.4979,0.25
A12,N8,24.2271,-157.2241,6.8166,125.2493,0.77
A13,N8,24.2271,-157.2241,-4.4128,144.0525,0.9
A14,N8,24.2271,-157.2241,31.1841,130.6932,0.56
Z1,N8,24.2271,-157.2241,-21.5409,147.7123,0.45
Z2,N8,24.2271,-157.2241,-29.5135,152.1351,0.14
Z3,N8,24.2271,-157.2241,-37.0957,142.2138,0.62
Z4,N8,24.2271,-157.2241,-45.0244,168.6218,0.01
Z5,N8,24.2271,-157.2241,-31.9787,117.1119,0.82
Z6,N8,24.2271,-157.2241,-22.1268,115.4265,0.35
Z7,N8,24.2271,-157.2241,-12.7481,133.5319,0.63
N1,N9,22.5729,-105.1789,38.9603,-67.7183,0.61
N2,N9,22.5729,-105.1789,33.6701,-79.1441,0.13
N3,N9,22.5729,-105.1789,21.3022,-90.1044,0.71
N4,N9,22.5729,-105.1789,31.8968,-103.4019,0.36
N5,N9,22.5729,-105.1789,53.2547,-124.4917,1
N6,N9,22.5729,-105.1789,54.6989,-129.2372,0.82
N7,N9,22.5729,-105.1789,62.1652,-153.9344,0.47
N8,N9,22.5729,-105.1789,24.2271,-157.2241,0.06
N10,N9,22.5729,-105.1789,59.0741,136.9953,0.43
S1,N9,22.5729,-105.1789,8.9915,-67.2331,0.33
S2,N9,22.5729,-105.1789,-5.1621,-42.1811,0.91
S3,N9,22.5729,-105.1789,-21.3756,-49.9622,0.98
S4,N9,22.5729,-105.1789,-43.7592,-65.5599,0.02
S5,N9,22.5729,-105.1789,-35.8045,-71.5364,0.65
S6,N9,22.5729,-105.1789,-6.9267,-75.2371,0.85
S7,N9,22.5729,-105.1789,7.6532,-76.2382,0.02
S8,N9,22.5729,-105.1789,-32.5658,-52.7961,0.1
E1,N9,22.5729,-105.1789,47.4901,14.1276,0.04
E2,N9,22.5729,-105.1789,54.9682,27.7502,0.18
E3,N9,22.5729,-105.1789,58.8052,15.9729,0.87
E4,N9,22.5729,-105.1789,50.0536,2.4377,0.78
E5,N9,22.5729,-105.1789,39.2195,-3.3631,0.17
E6,N9,22.5729,-105.1789,35.9945,9.5282,0.56
E7,N9,22.5729,-105.1789,44.9363,26.0808,0.2
E8,N9,22.5729,-105.1789,69.8863,-27.0051,0.53
E9,N9,22.5729,-105.1789,66.0731,-40.7161,0.71
E10,N9,22.5729,-105.1789,69.7711,22.6141,0.01
E11,N9,22.5729,-105.1789,64.3111,-17.1125,0.7
M1,N9,22.5729,-105.1789,29.9007,25.0417,0.57
M2,N9,22.5729,-105.1789,20.0666,35.6046,0.68
M3,N9,22.5729,-105.1789,17.4034,45.7999,0.53
M4,N9,22.5729,-105.1789,-2.0396,38.0496,0.17
M5,N9,22.5729,-105.1789,-21.8787,33.8308,0.89
M6,N9,22.5729,-105.1789,-32.6365,23.2839,0.95
M7,N9,22.5729,-105.1789,2.0002,13.0886,0.7
M8,N9,22.5729,-105.1789,10.2101,-7.1261,0.15
M9,N9,22.5729,-105.1789,21.0261,-8.708,0.16
M10,N9,22.5729,-105.1789,30.8108,-4.4894,0.84
M11,N9,22.5729,-105.1789,-10.6827,14.1675,0.8
M12,N9,22.5729,-105.1789,-11.5451,40.3679,0.69
M13,N9,22.5729,-105.1789,9.7734,49.8601,0.28
K1,N9,22.5729,-105.1789,23.8158,53.8859,0.26
K2,N9,22.5729,-105.1789,-19.8441,46.3005,0.46
K3,N9,22.5729,-105.1789,26.7254,36.3249,0.37
K4,N9,22.5729,-105.1789,25.4625,63.0436,0.67
K5,N9,22.5729,-105.1789,30.4292,48.9811,0.36
A1,N9,22.5729,-105.1789,44.7861,142.4796,0.46
A2,N9,22.5729,-105.1789,41.8452,129.8234,0.8
A3,N9,22.5729,-105.1789,38.3505,117.5187,0.19
A4,N9,22.5729,-105.1789,26.3621,103.8708,0.07
A5,N9,22.5729,-105.1789,20.2081,103.6321,0.24
A6,N9,22.5729,-105.1789,12.3081,80.0773,0.81
A7,N9,22.5729,-105.1789,19.2389,73.3796,0.92
A8,N9,22.5729,-105.1789,50.8332,140.3611,0.56
A9,N9,22.5729,-105.1789,16.4459,95.0096,0.8
A10,N9,22.5729,-105.1789,21.7588,88.1451,0.97
A11,N9,22.5729,-105.1789,15.2623,120.4979,0.47
A12,N9,22.5729,-105.1789,6.8166,125.2493,0.67
A13,N9,22.5729,-105.1789,-4.4128,144.0525,0.77
A14,N9,22.5729,-105.1789,31.1841,130.6932,0.47
Z1,N9,22.5729,-105.1789,-21.5409,147.7123,0.87
Z2,N9,22.5729,-105.1789,-29.5135,152.1351,0.71
Z3,N9,22.5729,-105.1789,-37.0957,142.2138,0.93
Z4,N9,22.5729,-105.1789,-45.0244,168.6218,0.41
Z5,N9,22.5729,-105.1789,-31.9787,117.1119,0.08
Z6,N9,22.5729,-105.1789,-22.1268,115.4265,0.2
Z7,N9,22.5729,-105.1789,-12.7481,133.5319,0.22
N1,N10,59.0741,136.9953,38.9603,-67.7183,0.68
N2,N10,59.0741,136.9953,33.6701,-79.1441,0.05
N3,N10,59.0741,136.9953,21.3022,-90.1044,0.03
N4,N10,59.0741,136.9953,31.8968,-103.4019,0.05
N5,N10,59.0741,136.9953,53.2547,-124.4917,0.71
N6,N10,59.0741,136.9953,54.6989,-129.2372,0.54
N7,N10,59.0741,136.9953,62.1652,-153.9344,0.68
N8,N10,59.0741,136.9953,24.2271,-157.2241,0.59
N9,N10,59.0741,136.9953,22.5729,-105.1789,0.69
S1,N10,59.0741,136.9953,8.9915,-67.2331,0.21
S2,N10,59.0741,136.9953,-5.1621,-42.1811,0.6
S3,N10,59.0741,136.9953,-21.3756,-49.9622,0.33
S4,N10,59.0741,136.9953,-43.7592,-65.5599,0.25
S5,N10,59.0741,136.9953,-35.8045,-71.5364,0.46
S6,N10,59.0741,136.9953,-6.9267,-75.2371,0.73
S7,N10,59.0741,136.9953,7.6532,-76.2382,0.54
S8,N10,59.0741,136.9953,-32.5658,-52.7961,0.25
E1,N10,59.0741,136.9953,47.4901,14.1276,0.07
E2,N10,59.0741,136.9953,54.9682,27.7502,0.31
E3,N10,59.0741,136.9953,58.8052,15.9729,0.63
E4,N10,59.0741,136.9953,50.0536,2.4377,0.35
E5,N10,59.0741,136.9953,39.2195,-3.3631,0.95
E6,N10,59.0741,136.9953,35.9945,9.5282,0.55
E7,N10,59.0741,136.9953,44.9363,26.0808,0.99
E8,N10,59.0741,136.9953,69.8863,-27.0051,0.04
E9,N10,59.0741,136.9953,66.0731,-40.7161,0.99
E10,N10,59.0741,136.9953,69.7711,22.6141,0.75
E11,N10,59.0741,136.9953,64.3111,-17.1125,0
M1,N10,59.0741,136.9953,29.9007,25.0417,0.82
M2,N10,59.0741,136.9953,20.0666,35.6046,0.58
M3,N10,59.0741,136.9953,17.4034,45.7999,0.71
M4,N10,59.0741,136.9953,-2.0396,38.0496,0.86
M5,N10,59.0741,136.9953,-21.8787,33.8308,0.12
M6,N10,59.0741,136.9953,-32.6365,23.2839,0.93
M7,N10,59.0741,136.9953,2.0002,13.0886,0.94
M8,N10,59.0741,136.9953,10.2101,-7.1261,0.67
M9,N10,59.0741,136.9953,21.0261,-8.708,0.65
M10,N10,59.0741,136.9953,30.8108,-4.4894,0.02
M11,N10,59.0741,136.9953,-10.6827,14.1675,0.01
M12,N10,59.0741,136.9953,-11.5451,40.3679,0.66
M13,N10,59.0741,136.9953,9.7734,49.8601,0.97
K1,N10,59.0741,136.9953,23.8158,53.8859,0.62
K2,N10,59.0741,136.9953,-19.8441,46.3005,0.99
K3,N10,59.0741,136.9953,26.7254,36.3249,0.38
K4,N10,59.0741,136.9953,25.4625,63.0436,0.6
K5,N10,59.0741,136.9953,30.4292,48.9811,0.71
A1,N10,59.0741,136.9953,44.7861,142.4796,0.76
A2,N10,59.0741,136.9953,41.8452,129.8234,0.54
A3,N10,59.0741,136.9953,38.3505,117.5187,0.69
A4,N10,59.0741,136.9953,26.3621,103.8708,0.83
A5,N10,59.0741,136.9953,20.2081,103.6321,0.12
A6,N10,59.0741,136.9953,12.3081,80.0773,0.25
A7,N10,59.0741,136.9953,19.2389,73.3796,0.92
A8,N10,59.0741,136.9953,50.8332,140.3611,0.52
A9,N10,59.0741,136.9953,16.4459,95.0096,0.54
A10,N10,59.0741,136.9953,21.7588,88.1451,0.03
A11,N10,59.0741,136.9953,15.2623,120.4979,0.78
A12,N10,59.0741,136.9953,6.8166,125.2493,0.52
A13,N10,59.0741,136.9953,-4.4128,144.0525,0.6
A14,N10,59.0741,136.9953,31.1841,130.6932,0.77
Z1,N10,59.0741,136.9953,-21.5409,147.7123,0.58
Z2,N10,59.0741,136.9953,-29.5135,152.1351,0.41
Z3,N10,59.0741,136.9953,-37.0957,142.2138,0.92
Z4,N10,59.0741,136.9953,-45.0244,168.6218,0.92
Z5,N10,59.0741,136.9953,-31.9787,117.1119,0.8
Z6,N10,59.0741,136.9953,-22.1268,115.4265,0.93
Z7,N10,59.0741,136.9953,-12.7481,133.5319,0.43
N1,S1,8.9915,-67.2331,38.9603,-67.7183,0.93
N2,S1,8.9915,-67.2331,33.6701,-79.1441,0.24
N3,S1,8.9915,-67.2331,21.3022,-90.1044,0.12
N4,S1,8.9915,-67.2331,31.8968,-103.4019,0.68
N5,S1,8.9915,-67.2331,53.2547,-124.4917,0.08
N6,S1,8.9915,-67.2331,54.6989,-129.2372,0.35
N7,S1,8.9915,-67.2331,62.1652,-153.9344,0.27
N8,S1,8.9915,-67.2331,24.2271,-157.2241,0.77
N9,S1,8.9915,-67.2331,22.5729,-105.1789,0.86
N10,S1,8.9915,-67.2331,59.0741,136.9953,0.79
S2,S1,8.9915,-67.2331,-5.1621,-42.1811,0.47
S3,S1,8.9915,-67.2331,-21.3756,-49.9622,0.98
S4,S1,8.9915,-67.2331,-43.7592,-65.5599,0.39
S5,S1,8.9915,-67.2331,-35.8045,-71.5364,0.3
S6,S1,8.9915,-67.2331,-6.9267,-75.2371,0.51
S7,S1,8.9915,-67.2331,7.6532,-76.2382,0.74
S8,S1,8.9915,-67.2331,-32.5658,-52.7961,0.35
E1,S1,8.9915,-67.2331,47.4901,14.1276,0.72
E2,S1,8.9915,-67.2331,54.9682,27.7502,0.56
E3,S1,8.9915,-67.2331,58.8052,15.9729,0.91
E4,S1,8.9915,-67.2331,50.0536,2.4377,0.57
E5,S1,8.9915,-67.2331,39.2195,-3.3631,0.11
E6,S1,8.9915,-67.2331,35.9945,9.5282,0.08
E7,S1,8.9915,-67.2331,44.9363,26.0808,0.2
E8,S1,8.9915,-67.2331,69.8863,-27.0051,0.28
E9,S1,8.9915,-67.2331,66.0731,-40.7161,0.85
E10,S1,8.9915,-67.2331,69.7711,22.6141,0.19
E11,S1,8.9915,-67.2331,64.3111,-17.1125,0.8
M1,S1,8.9915,-67.2331,29.9007,25.0417,0.76
M2,S1,8.9915,-67.2331,20.0666,35.6046,0.43
M3,S1,8.9915,-67.2331,17.4034,45.7999,0.08
M4,S1,8.9915,-67.2331,-2.0396,38.0496,0.33
M5,S1,8.9915,-67.2331,-21.8787,33.8308,0.47
M6,S1,8.9915,-67.2331,-32.6365,23.2839,0.24
M7,S1,8.9915,-67.2331,2.0002,13.0886,0.63
M8,S1,8.9915,-67.2331,10.2101,-7.1261,0
M9,S1,8.9915,-67.2331,21.0261,-8.708,0.37
M10,S1,8.9915,-67.2331,30.8108,-4.4894,0.99
M11,S1,8.9915,-67.2331,-10.6827,14.1675,0.67
M12,S1,8.9915,-67.2331,-11.5451,40.3679,0.53
M13,S1,8.9915,-67.2331,9.7734,49.8601,0.99
K1,S1,8.9915,-67.2331,23.8158,53.8859,0.91
K2,S1,8.9915,-67.2331,-19.8441,46.3005,0.73
K3,S1,8.9915,-67.2331,26.7254,36.3249,0.34
K4,S1,8.9915,-67.2331,25.4625,63.0436,0.3
K5,S1,8.9915,-67.2331,30.4292,48.9811,0.61
A1,S1,8.9915,-67.2331,44.7861,142.4796,0.64
A2,S1,8.9915,-67.2331,41.8452,129.8234,0.17
A3,S1,8.9915,-67.2331,38.3505,117.5187,0.78
A4,S1,8.9915,-67.2331,26.3621,103.8708,0.91
A5,S1,8.9915,-67.2331,20.2081,103.6321,0.48
A6,S1,8.9915,-67.2331,12.3081,80.0773,0.23
A7,S1,8.9915,-67.2331,19.2389,73.3796,0.31
A8,S1,8.9915,-67.2331,50.8332,140.3611,0.51
A9,S1,8.9915,-67.2331,16.4459,95.0096,0.18
A10,S1,8.9915,-67.2331,21.7588,88.1451,0.78
A11,S1,8.9915,-67.2331,15.2623,120.4979,0.7
A12,S1,8.9915,-67.2331,6.8166,125.2493,0.79
A13,S1,8.9915,-67.2331,-4.4128,144.0525,0.13
A14,S1,8.9915,-67.2331,31.1841,130.6932,0.62
Z1,S1,8.9915,-67.2331,-21.5409,147.7123,0.4
Z2,S1,8.9915,-67.2331,-29.5135,152.1351,0.63
Z3,S1,8.9915,-67.2331,-37.0957,142.2138,0.69
Z4,S1,8.9915,-67.2331,-45.0244,168.6218,0.99
Z5,S1,8.9915,-67.2331,-31.9787,117.1119,0.59
Z6,S1,8.9915,-67.2331,-22.1268,115.4265,0.64
Z7,S1,8.9915,-67.2331,-12.7481,133.5319,0.18
N1,S2,-5.1621,-42.1811,38.9603,-67.7183,0.08
N2,S2,-5.1621,-42.1811,33.6701,-79.1441,0.12
N3,S2,-5.1621,-42.1811,21.3022,-90.1044,0.46
N4,S2,-5.1621,-42.1811,31.8968,-103.4019,0.18
N5,S2,-5.1621,-42.1811,53.2547,-124.4917,0.76
N6,S2,-5.1621,-42.1811,54.6989,-129.2372,0.18
N7,S2,-5.1621,-42.1811,62.1652,-153.9344,0.65
N8,S2,-5.1621,-42.1811,24.2271,-157.2241,0.63
N9,S2,-5.1621,-42.1811,22.5729,-105.1789,0.5
N10,S2,-5.1621,-42.1811,59.0741,136.9953,0.22
S1,S2,-5.1621,-42.1811,8.9915,-67.2331,0.28
S3,S2,-5.1621,-42.1811,-21.3756,-49.9622,0.88
S4,S2,-5.1621,-42.1811,-43.7592,-65.5599,0.67
S5,S2,-5.1621,-42.1811,-35.8045,-71.5364,0.93
S6,S2,-5.1621,-42.1811,-6.9267,-75.2371,0.19
S7,S2,-5.1621,-42.1811,7.6532,-76.2382,0.4
S8,S2,-5.1621,-42.1811,-32.5658,-52.7961,0.54
E1,S2,-5.1621,-42.1811,47.4901,14.1276,0.7
E2,S2,-5.1621,-42.1811,54.9682,27.7502,0.97
E3,S2,-5.1621,-42.1811,58.8052,15.9729,0.84
E4,S2,-5.1621,-42.1811,50.0536,2.4377,0.24
E5,S2,-5.1621,-42.1811,39.2195,-3.3631,0.55
E6,S2,-5.1621,-42.1811,35.9945,9.5282,0.28
E7,S2,-5.1621,-42.1811,44.9363,26.0808,0.5
E8,S2,-5.1621,-42.1811,69.8863,-27.0051,0.18
E9,S2,-5.1621,-42.1811,66.0731,-40.7161,0.25
E10,S2,-5.1621,-42.1811,69.7711,22.6141,0.51
E11,S2,-5.1621,-42.1811,64.3111,-17.1125,0.18
M1,S2,-5.1621,-42.1811,29.9007,25.0417,0.15
M2,S2,-5.1621,-42.1811,20.0666,35.6046,0.48
